analysis_area_id	month	year	monthly_factor
29	8	2014	1.47
29	9	2014	1.43
29	10	2014	1.09
29	11	2014	0.66
29	12	2014	0.44
29	1	2015	0.25
29	2	2015	0.23
29	3	2015	0.52
29	4	2015	1.22
29	5	2015	1.57
29	6	2015	1.37
29	7	2015	1.46
29	8	2015	1.56
29	9	2015	1.39
29	10	2015	0.99
29	11	2015	0.81
29	12	2015	0.65
29	1	2016	0.30
29	2	2016	0.41
29	3	2016	0.93
29	4	2016	1.03
29	5	2016	1.10
29	6	2016	1.64
29	7	2016	1.44
29	8	2016	1.40
29	9	2016	1.35
29	10	2016	1.16
29	11	2016	0.93
29	12	2016	0.48
30	1	2012	0.47
30	2	2012	0.56
30	3	2012	1.04
30	4	2012	1.17
30	5	2012	1.38
30	6	2012	1.48
30	7	2012	1.24
30	8	2012	1.23
30	9	2012	1.18
30	10	2012	0.96
30	11	2012	0.67
30	12	2012	0.59
30	1	2014	0.44
30	2	2014	0.69
30	3	2014	0.82
30	4	2014	1.25
30	5	2014	1.28
30	6	2014	1.21
30	7	2014	1.17
30	8	2014	1.25
30	9	2014	1.32
30	10	2014	1.15
30	11	2014	0.76
30	12	2014	0.53
30	1	2015	0.49
30	2	2015	0.50
30	3	2015	0.88
30	4	2015	1.33
30	5	2015	1.36
30	6	2015	0.92
30	7	2015	1.09
30	8	2015	1.32
30	9	2015	1.25
30	10	2015	1.16
30	11	2015	0.93
30	12	2015	0.68
30	1	2016	0.49
30	2	2016	0.72
30	3	2016	1.12
30	4	2016	1.44
30	5	2016	1.08
30	6	2016	1.22
30	7	2016	1.01
30	8	2016	1.01
30	9	2016	1.22
30	10	2016	1.19
30	11	2016	0.99
30	12	2016	0.48
31	1	2013	0.85
31	2	2013	0.90
31	3	2013	1.04
31	4	2013	1.06
31	5	2013	1.07
31	6	2013	1.25
31	7	2013	1.11
31	8	2013	0.88
31	9	2013	1.07
31	10	2013	0.93
31	11	2013	0.96
31	12	2013	0.84
31	1	2014	0.97
31	2	2014	1.04
31	3	2014	1.15
31	4	2014	1.06
31	5	2014	1.02
31	6	2014	0.98
31	7	2014	1.08
31	8	2014	1.01
31	9	2014	0.97
31	10	2014	0.90
31	11	2014	0.95
31	12	2014	0.84
31	1	2016	1.15
31	2	2016	1.42
31	3	2016	1.24
31	4	2016	1.18
31	5	2016	1.04
31	6	2016	0.98
31	7	2016	0.95
31	8	2016	0.80
31	9	2016	0.79
31	10	2016	0.86
31	11	2016	0.92
31	12	2016	0.69
32	1	2013	0.69
32	2	2013	0.88
32	3	2013	0.95
32	4	2013	0.94
32	5	2013	1.00
32	6	2013	1.15
32	7	2013	1.23
32	8	2013	1.16
32	9	2013	1.13
32	10	2013	1.00
32	11	2013	0.88
32	12	2013	0.72
32	1	2014	0.95
32	2	2014	0.96
32	3	2014	1.04
32	4	2014	0.88
32	5	2014	0.74
32	6	2014	0.67
32	7	2014	1.15
32	8	2014	1.24
32	9	2014	1.22
32	10	2014	1.14
32	11	2014	1.01
32	12	2014	0.82
32	1	2015	1.05
32	2	2015	1.08
32	3	2015	1.19
32	4	2015	1.17
32	5	2015	1.06
32	6	2015	1.20
32	7	2015	1.21
32	8	2015	1.33
32	9	2015	0.87
32	10	2015	0.62
32	11	2015	0.73
32	12	2015	0.39
32	1	2016	0.77
32	2	2016	1.12
32	3	2016	0.96
32	4	2016	0.97
32	5	2016	0.93
32	6	2016	1.14
32	7	2016	1.19
32	8	2016	1.13
32	9	2016	1.03
32	10	2016	1.05
32	11	2016	0.90
32	12	2016	0.67
33	1	2013	0.71
33	2	2013	0.75
33	3	2013	0.90
33	4	2013	0.91
33	5	2013	1.01
33	6	2013	1.28
33	7	2013	1.46
33	8	2013	1.44
33	9	2013	1.11
33	10	2013	0.81
33	11	2013	0.73
33	12	2013	0.66
33	1	2014	0.76
33	2	2014	0.82
33	3	2014	0.94
33	4	2014	0.98
33	5	2014	1.00
33	6	2014	1.15
33	7	2014	1.43
33	8	2014	1.31
33	9	2014	0.91
33	10	2014	0.88
33	11	2014	0.86
33	12	2014	0.72
33	1	2015	0.93
33	2	2015	1.13
33	3	2015	1.35
33	4	2015	1.51
33	5	2015	2.07
33	6	2015	2.02
33	7	2015	0.74
33	8	2015	0.00
33	9	2015	0.44
33	10	2015	0.55
33	11	2015	0.57
33	12	2015	0.49
33	1	2016	0.36
33	2	2016	0.49
33	3	2016	0.64
33	4	2016	1.45
33	5	2016	1.40
33	6	2016	2.75
33	7	2016	2.65
33	8	2016	0.59
33	9	2016	0.30
33	10	2016	0.29
33	11	2016	0.36
33	12	2016	0.43
34	1	2013	0.97
34	2	2013	0.96
34	3	2013	1.17
34	4	2013	1.21
34	5	2013	1.20
34	6	2013	1.18
34	7	2013	0.70
34	8	2013	0.67
34	9	2013	0.98
34	10	2013	1.01
34	11	2013	1.02
34	12	2013	0.88
34	1	2014	1.00
34	2	2014	0.91
34	3	2014	1.03
34	4	2014	1.08
34	5	2014	1.02
34	6	2014	1.11
34	7	2014	1.05
34	8	2014	1.01
34	9	2014	0.97
34	10	2014	1.02
34	11	2014	1.02
34	12	2014	0.83
34	1	2015	0.88
34	2	2015	0.94
34	3	2015	1.09
34	4	2015	1.13
34	5	2015	1.02
34	6	2015	1.07
34	7	2015	1.08
34	8	2015	1.05
34	9	2015	1.03
34	10	2015	0.98
34	11	2015	0.92
34	12	2015	0.86
35	1	2013	0.33
35	2	2013	0.68
35	3	2013	1.72
35	4	2013	0.53
35	5	2013	4.26
35	6	2013	1.71
35	7	2013	0.54
35	8	2013	0.63
35	9	2013	0.81
35	10	2013	0.50
35	11	2013	0.24
35	12	2013	0.20
35	1	2014	0.42
35	2	2014	0.97
35	3	2014	1.66
35	4	2014	0.83
35	5	2014	0.77
35	6	2014	1.00
35	7	2014	0.81
35	8	2014	1.50
35	9	2014	1.49
35	10	2014	1.28
35	11	2014	1.11
35	12	2014	0.36
35	1	2015	0.66
35	2	2015	0.56
35	3	2015	1.04
35	4	2015	1.12
35	5	2015	0.45
35	6	2015	0.54
35	7	2015	1.13
35	8	2015	1.40
35	9	2015	2.77
35	10	2015	1.18
35	11	2015	0.56
35	12	2015	0.60
36	1	2015	0.87
36	2	2015	0.92
36	3	2015	1.05
36	4	2015	1.06
36	5	2015	0.87
36	6	2015	1.12
36	7	2015	1.19
36	8	2015	1.34
36	9	2015	1.06
36	10	2015	0.94
36	11	2015	0.75
36	12	2015	0.66
36	1	2016	0.83
36	2	2016	1.22
36	3	2016	1.08
36	4	2016	1.13
36	5	2016	1.10
36	6	2016	1.30
36	7	2016	1.48
36	8	2016	1.57
36	9	2016	1.23
36	10	2016	0.86
36	11	2016	0.00
36	12	2016	0.00
37	1	2015	1.02
37	2	2015	1.14
37	3	2015	1.01
37	4	2015	1.12
37	5	2015	1.00
37	6	2015	1.13
37	7	2015	1.26
37	8	2015	1.17
37	9	2015	0.88
37	10	2015	0.83
37	11	2015	0.70
37	12	2015	0.65
37	1	2016	0.54
37	2	2016	0.61
37	3	2016	0.53
37	4	2016	0.66
37	5	2016	0.59
37	6	2016	0.57
37	7	2016	0.69
37	8	2016	0.65
37	9	2016	0.53
37	10	2016	1.29
37	11	2016	2.97
37	12	2016	2.23
38	1	2014	0.78
38	2	2014	0.77
38	3	2014	0.88
38	4	2014	0.86
38	5	2014	0.90
38	6	2014	1.04
38	7	2014	1.46
38	8	2014	1.29
38	9	2014	1.13
38	10	2014	1.05
38	11	2014	0.82
38	12	2014	0.72
38	1	2015	0.84
38	2	2015	0.84
38	3	2015	0.99
38	4	2015	1.02
38	5	2015	0.83
38	6	2015	1.12
38	7	2015	1.54
38	8	2015	1.25
38	9	2015	1.10
38	10	2015	0.91
38	11	2015	0.73
38	12	2015	0.67
39	1	2013	0.78
39	2	2013	0.80
39	3	2013	0.97
39	4	2013	1.02
39	5	2013	1.15
39	6	2013	1.13
39	7	2013	1.11
39	8	2013	1.14
39	9	2013	1.15
39	10	2013	1.08
39	11	2013	0.93
39	12	2013	0.70
39	1	2014	1.12
39	2	2014	0.86
39	3	2014	0.67
39	4	2014	0.58
39	5	2014	0.92
39	6	2014	1.30
39	7	2014	1.29
39	8	2014	1.20
39	9	2014	1.12
39	10	2014	1.12
39	11	2014	1.12
39	12	2014	0.84
39	1	2015	0.80
39	2	2015	0.87
39	3	2015	1.13
39	4	2015	1.08
39	5	2015	1.08
39	6	2015	1.14
39	7	2015	1.02
39	8	2015	1.10
39	9	2015	1.07
39	10	2015	1.05
39	11	2015	0.87
39	12	2015	0.82
39	1	2016	0.77
39	2	2016	1.05
39	3	2016	1.00
39	4	2016	1.13
39	5	2016	1.19
39	6	2016	1.17
39	7	2016	0.98
39	8	2016	1.04
39	9	2016	0.98
39	10	2016	1.03
39	11	2016	0.96
39	12	2016	0.80
40	1	2015	0.94
40	2	2015	1.02
40	3	2015	0.99
40	4	2015	1.12
40	5	2015	1.10
40	6	2015	1.19
40	7	2015	1.18
40	8	2015	1.26
40	9	2015	1.11
40	10	2015	1.03
40	11	2015	0.72
40	12	2015	0.38
40	1	2016	1.04
40	2	2016	1.52
40	3	2016	1.56
40	4	2016	1.46
40	5	2016	0.70
40	6	2016	0.76
40	7	2016	0.95
40	8	2016	0.98
40	9	2016	0.89
40	10	2016	0.83
40	11	2016	0.73
40	12	2016	0.68
41	1	2015	0.83
41	2	2015	0.91
41	3	2015	1.05
41	4	2015	1.06
41	5	2015	0.87
41	6	2015	1.07
41	7	2015	1.20
41	8	2015	1.22
41	9	2015	1.15
41	10	2015	1.00
41	11	2015	0.78
41	12	2015	0.66
42	1	2015	0.89
42	2	2015	0.99
42	3	2015	1.13
42	4	2015	1.08
42	5	2015	0.93
42	6	2015	1.17
42	7	2015	1.21
42	8	2015	1.17
42	9	2015	1.01
42	10	2015	0.82
42	11	2015	0.77
42	12	2015	0.60
42	1	2016	0.79
42	2	2016	1.16
42	3	2016	1.01
42	4	2016	1.10
42	5	2016	1.00
42	6	2016	1.25
42	7	2016	1.38
42	8	2016	1.33
42	9	2016	1.14
42	10	2016	0.84
42	11	2016	0.02
42	12	2016	0.69
43	1	2015	1.09
43	2	2015	0.97
43	3	2015	1.03
43	4	2015	1.39
43	5	2015	0.93
43	6	2015	1.07
43	7	2015	1.01
43	8	2015	0.85
43	9	2015	1.51
43	10	2015	0.68
43	11	2015	0.71
43	12	2015	0.59
44	1	2013	0.73
44	2	2013	0.89
44	3	2013	0.99
44	4	2013	1.12
44	5	2013	1.06
44	6	2013	1.13
44	7	2013	1.15
44	8	2013	1.12
44	9	2013	1.15
44	10	2013	1.09
44	11	2013	0.89
44	12	2013	0.71
44	1	2014	1.04
44	2	2014	0.80
44	3	2014	1.12
44	4	2014	1.21
44	5	2014	1.11
44	6	2014	1.13
44	7	2014	1.01
44	8	2014	0.99
44	9	2014	1.09
44	10	2014	0.97
44	11	2014	0.91
44	12	2014	0.72
44	1	2016	0.83
44	2	2016	0.97
44	3	2016	1.01
44	4	2016	1.07
44	5	2016	1.05
44	6	2016	1.04
44	7	2016	1.14
44	8	2016	0.91
44	9	2016	0.65
44	10	2016	1.28
44	11	2016	1.23
44	12	2016	1.09
45	1	2013	1.38
45	2	2013	0.99
45	3	2013	1.07
45	4	2013	0.90
45	5	2013	0.86
45	6	2013	0.89
45	7	2013	0.99
45	8	2013	1.02
45	9	2013	1.19
45	10	2013	1.00
45	11	2013	0.94
45	12	2013	0.85
45	1	2014	0.87
45	2	2014	0.76
45	3	2014	2.20
45	4	2014	0.73
45	5	2014	0.51
45	6	2014	0.85
45	7	2014	1.56
45	8	2014	1.33
45	9	2014	0.99
45	10	2014	1.04
45	11	2014	0.78
45	12	2014	0.66
45	1	2016	0.47
45	2	2016	0.31
45	3	2016	0.36
45	4	2016	0.31
45	5	2016	0.25
45	6	2016	0.64
45	7	2016	0.96
45	8	2016	1.39
45	9	2016	1.02
45	10	2016	3.61
45	11	2016	3.16
45	12	2016	0.13
46	1	2013	0.89
46	2	2013	0.99
46	3	2013	1.18
46	4	2013	1.16
46	5	2013	1.34
46	6	2013	1.27
46	7	2013	1.29
46	8	2013	1.54
46	9	2013	1.31
46	10	2013	0.97
46	11	2013	0.00
46	12	2013	0.00
46	1	2014	0.00
46	2	2014	0.00
46	3	2014	0.00
46	4	2014	0.00
46	5	2014	0.00
46	6	2014	0.00
46	7	2014	0.00
46	8	2014	0.00
46	9	2014	0.00
46	10	2014	0.00
46	11	2014	0.00
46	12	2014	11.36
46	1	2015	0.80
46	2	2015	1.01
46	3	2015	1.14
46	4	2015	1.19
46	5	2015	1.05
46	6	2015	1.11
46	7	2015	1.14
46	8	2015	1.06
46	9	2015	1.03
46	10	2015	0.90
46	11	2015	0.87
46	12	2015	0.75
47	1	2013	1.04
47	2	2013	1.33
47	3	2013	1.53
47	4	2013	0.94
47	5	2013	1.16
47	6	2013	1.11
47	7	2013	0.90
47	8	2013	0.97
47	9	2013	0.73
47	10	2013	0.57
47	11	2013	0.73
47	12	2013	0.96
47	1	2014	0.78
47	2	2014	0.83
47	3	2014	0.99
47	4	2014	0.81
47	5	2014	0.77
47	6	2014	0.89
47	7	2014	1.00
47	8	2014	0.92
47	9	2014	0.86
47	10	2014	1.29
47	11	2014	1.30
47	12	2014	1.63
47	1	2015	1.00
47	2	2015	1.16
47	3	2015	1.06
47	4	2015	1.09
47	5	2015	0.99
47	6	2015	0.90
47	7	2015	0.92
47	8	2015	0.77
47	9	2015	0.64
47	10	2015	0.70
47	11	2015	0.75
47	12	2015	2.01
47	1	2016	0.81
47	2	2016	1.11
47	3	2016	1.08
47	4	2016	0.97
47	5	2016	0.84
47	6	2016	0.92
47	7	2016	1.01
47	8	2016	1.14
47	9	2016	1.27
47	10	2016	1.23
47	11	2016	0.91
47	12	2016	0.69
48	1	2014	1.05
48	2	2014	1.04
48	3	2014	1.06
48	4	2014	1.05
48	5	2014	1.16
48	6	2014	1.23
48	7	2014	1.06
48	8	2014	1.05
48	9	2014	0.89
48	10	2014	0.85
48	11	2014	0.87
48	12	2014	0.75
48	1	2015	0.91
48	2	2015	1.01
48	3	2015	0.99
48	4	2015	1.04
48	5	2015	1.17
48	6	2015	1.08
48	7	2015	1.07
48	8	2015	0.94
48	9	2015	0.92
48	10	2015	1.03
48	11	2015	1.02
48	12	2015	0.93
48	1	2016	0.90
48	2	2016	1.02
48	3	2016	1.10
48	4	2016	1.06
48	5	2016	1.16
48	6	2016	1.08
48	7	2016	1.00
48	8	2016	0.93
48	9	2016	1.00
48	10	2016	0.99
48	11	2016	0.92
48	12	2016	0.93
49	1	2013	0.71
49	2	2013	0.90
49	3	2013	1.06
49	4	2013	1.23
49	5	2013	1.22
49	6	2013	1.18
49	7	2013	1.26
49	8	2013	1.21
49	9	2013	1.11
49	10	2013	1.04
49	11	2013	0.92
49	12	2013	0.11
49	1	2014	0.85
49	2	2014	0.90
49	3	2014	1.14
49	4	2014	1.47
49	5	2014	1.44
49	6	2014	1.87
49	7	2014	1.79
49	8	2014	1.71
49	9	2014	0.66
49	10	2014	0.00
49	11	2014	0.00
49	12	2014	0.00
50	1	2014	1.06
50	2	2014	0.99
50	3	2014	0.93
50	4	2014	1.04
50	5	2014	1.16
50	6	2014	1.04
50	7	2014	0.99
50	8	2014	0.95
50	9	2014	0.95
50	10	2014	1.19
50	11	2014	1.11
50	12	2014	0.80
50	1	2015	0.97
50	2	2015	1.07
50	3	2015	0.98
50	4	2015	1.10
50	5	2015	1.01
50	6	2015	1.02
50	7	2015	1.00
50	8	2015	1.05
50	9	2015	1.08
50	10	2015	1.14
50	11	2015	1.03
50	12	2015	0.76
50	1	2016	0.94
50	2	2016	1.11
50	3	2016	0.95
50	4	2016	1.06
50	5	2016	1.11
50	6	2016	1.04
50	7	2016	1.09
50	8	2016	1.02
50	9	2016	1.05
50	10	2016	1.14
50	11	2016	1.01
50	12	2016	0.69
51	1	2014	0.88
51	2	2014	0.81
51	3	2014	0.88
51	4	2014	1.01
51	5	2014	1.17
51	6	2014	1.18
51	7	2014	1.15
51	8	2014	1.13
51	9	2014	1.20
51	10	2014	1.10
51	11	2014	0.88
51	12	2014	0.63
51	1	2015	0.84
51	2	2015	0.94
51	3	2015	1.13
51	4	2015	1.19
51	5	2015	1.13
51	6	2015	1.23
51	7	2015	1.23
51	8	2015	1.22
51	9	2015	1.14
51	10	2015	0.83
51	11	2015	0.60
51	12	2015	0.59
51	1	2016	1.50
51	2	2016	2.55
51	3	2016	2.34
51	4	2016	2.70
51	5	2016	2.94
51	6	2016	0.00
51	7	2016	0.00
51	8	2016	0.00
51	9	2016	0.00
51	10	2016	0.00
51	11	2016	0.00
51	12	2016	0.00
52	1	2013	0.70
52	2	2013	0.80
52	3	2013	0.90
52	4	2013	0.95
52	5	2013	1.02
52	6	2013	1.21
52	7	2013	1.42
52	8	2013	1.24
52	9	2013	1.13
52	10	2013	0.93
52	11	2013	0.88
52	12	2013	0.63
52	1	2014	0.94
52	2	2014	0.86
52	3	2014	0.96
52	4	2014	0.88
52	5	2014	1.03
52	6	2014	1.13
52	7	2014	1.26
52	8	2014	1.18
52	9	2014	1.07
52	10	2014	1.03
52	11	2014	0.87
52	12	2014	0.61
52	1	2015	0.82
52	2	2015	0.89
52	3	2015	1.02
52	4	2015	1.04
52	5	2015	0.97
52	6	2015	1.11
52	7	2015	1.23
52	8	2015	1.25
52	9	2015	1.04
52	10	2015	0.93
52	11	2015	0.85
52	12	2015	0.72
52	1	2016	1.79
52	2	2016	2.27
52	3	2016	2.25
52	4	2016	2.27
52	5	2016	2.26
52	6	2016	1.08
52	7	2016	0.00
52	8	2016	0.00
52	9	2016	0.00
52	10	2016	0.00
52	11	2016	0.00
52	12	2016	0.00
53	1	2013	1.33
53	2	2013	1.55
53	3	2013	1.68
53	4	2013	1.52
53	5	2013	1.76
53	6	2013	1.81
53	7	2013	1.82
53	8	2013	0.54
53	9	2013	0.00
53	10	2013	0.00
53	11	2013	0.00
53	12	2013	0.00
53	1	2014	0.00
53	2	2014	0.00
53	3	2014	0.00
53	4	2014	0.00
53	5	2014	0.00
53	6	2014	0.00
53	7	2014	0.00
53	8	2014	0.00
53	9	2014	1.84
53	10	2014	4.13
53	11	2014	3.67
53	12	2014	2.84
53	1	2015	0.95
53	2	2015	1.04
53	3	2015	1.09
53	4	2015	1.14
53	5	2015	1.09
53	6	2015	1.11
53	7	2015	1.07
53	8	2015	1.07
53	9	2015	1.02
53	10	2015	0.94
53	11	2015	0.86
53	12	2015	0.72
53	1	2016	0.92
53	2	2016	1.14
53	3	2016	1.17
53	4	2016	1.10
53	5	2016	1.11
53	6	2016	1.12
53	7	2016	1.21
53	8	2016	1.22
53	9	2016	1.22
53	10	2016	1.26
53	11	2016	0.27
53	12	2016	0.24
54	1	2016	1.48
54	2	2016	1.98
54	3	2016	2.06
54	4	2016	2.14
54	5	2016	2.07
54	6	2016	2.21
54	7	2016	0.00
54	8	2016	0.00
54	9	2016	0.00
54	10	2016	0.00
54	11	2016	0.00
54	12	2016	0.00
55	1	2016	0.43
55	2	2016	0.61
55	3	2016	0.55
55	4	2016	0.60
55	5	2016	0.70
55	6	2016	0.73
55	7	2016	2.75
55	8	2016	0.86
55	9	2016	0.75
55	10	2016	1.07
55	11	2016	1.43
55	12	2016	1.25
56	1	2013	1.32
56	2	2013	1.42
56	3	2013	0.82
56	4	2013	1.29
56	5	2013	1.04
56	6	2013	1.22
56	7	2013	1.63
56	8	2013	0.82
56	9	2013	0.74
56	10	2013	0.57
56	11	2013	0.64
56	12	2013	0.50
56	1	2014	1.02
56	2	2014	1.34
56	3	2014	2.12
56	4	2014	2.82
56	5	2014	1.03
56	6	2014	0.85
56	7	2014	1.06
56	8	2014	0.46
56	9	2014	0.41
56	10	2014	0.33
56	11	2014	0.34
56	12	2014	0.29
57	1	2013	0.67
57	2	2013	0.81
57	3	2013	0.92
57	4	2013	0.97
57	5	2013	0.96
57	6	2013	1.22
57	7	2013	1.25
57	8	2013	1.43
57	9	2013	1.09
57	10	2013	0.94
57	11	2013	0.84
57	12	2013	0.64
57	1	2014	0.96
57	2	2014	0.82
57	3	2014	0.73
57	4	2014	1.02
57	5	2014	1.03
57	6	2014	1.17
57	7	2014	1.18
57	8	2014	1.37
57	9	2014	1.02
57	10	2014	0.98
57	11	2014	0.85
57	12	2014	0.69
57	1	2015	0.89
57	2	2015	0.97
57	3	2015	1.04
57	4	2015	1.04
57	5	2015	0.96
57	6	2015	1.16
57	7	2015	1.21
57	8	2015	1.17
57	9	2015	1.08
57	10	2015	0.94
57	11	2015	0.81
57	12	2015	0.70
58	1	2013	0.80
58	2	2013	0.81
58	3	2013	1.03
58	4	2013	1.12
58	5	2013	1.08
58	6	2013	1.27
58	7	2013	1.25
58	8	2013	1.38
58	9	2013	1.01
58	10	2013	0.91
58	11	2013	0.68
58	12	2013	0.56
58	1	2014	0.68
58	2	2014	0.75
58	3	2014	2.44
58	4	2014	0.93
58	5	2014	0.88
58	6	2014	1.01
58	7	2014	1.02
58	8	2014	1.12
58	9	2014	1.02
58	10	2014	0.79
58	11	2014	0.63
58	12	2014	0.71
58	1	2015	1.23
58	2	2015	0.83
58	3	2015	0.83
58	4	2015	0.94
58	5	2015	0.91
58	6	2015	0.99
58	7	2015	1.93
58	8	2015	0.93
58	9	2015	0.75
58	10	2015	0.89
58	11	2015	1.00
58	12	2015	0.58
59	1	2013	0.73
59	2	2013	0.86
59	3	2013	1.06
59	4	2013	1.06
59	5	2013	1.16
59	6	2013	1.14
59	7	2013	1.08
59	8	2013	1.12
59	9	2013	1.00
59	10	2013	0.85
59	11	2013	0.99
59	12	2013	0.89
59	1	2014	0.93
59	2	2014	0.89
59	3	2014	1.02
59	4	2014	1.05
59	5	2014	1.23
59	6	2014	1.01
59	7	2014	0.97
59	8	2014	1.00
59	9	2014	0.93
59	10	2014	1.06
59	11	2014	1.11
59	12	2014	0.81
59	1	2015	0.93
59	2	2015	1.10
59	3	2015	1.13
59	4	2015	1.22
59	5	2015	1.11
59	6	2015	1.06
59	7	2015	1.04
59	8	2015	1.01
59	9	2015	0.97
59	10	2015	0.90
59	11	2015	0.88
59	12	2015	0.70
59	1	2016	0.84
59	2	2016	1.02
59	3	2016	1.24
59	4	2016	1.37
59	5	2016	1.48
59	6	2016	1.23
59	7	2016	1.09
59	8	2016	1.11
59	9	2016	0.77
59	10	2016	0.69
59	11	2016	0.64
59	12	2016	0.56
60	1	2013	1.24
60	2	2013	1.36
60	3	2013	1.61
60	4	2013	1.67
60	5	2013	1.86
60	6	2013	1.97
60	7	2013	2.04
60	8	2013	0.11
60	9	2013	0.00
60	10	2013	0.00
60	11	2013	0.00
60	12	2013	0.00
60	1	2014	1.69
60	2	2014	1.60
60	3	2014	1.06
60	4	2014	0.62
60	5	2014	0.68
60	6	2014	0.76
60	7	2014	0.68
60	8	2014	0.63
60	9	2014	1.60
60	10	2014	1.05
60	11	2014	0.96
60	12	2014	0.72
61	1	2014	1.36
61	2	2014	0.83
61	3	2014	0.93
61	4	2014	0.92
61	5	2014	1.02
61	6	2014	1.14
61	7	2014	1.01
61	8	2014	0.99
61	9	2014	1.18
61	10	2014	1.04
61	11	2014	0.98
61	12	2014	0.71
61	1	2015	0.82
61	2	2015	0.80
61	3	2015	0.91
61	4	2015	0.84
61	5	2015	0.89
61	6	2015	0.94
61	7	2015	1.23
61	8	2015	2.06
61	9	2015	0.96
61	10	2015	0.94
61	11	2015	0.80
61	12	2015	0.98
61	1	2016	4.67
61	2	2016	4.44
61	3	2016	2.40
61	4	2016	0.00
61	5	2016	0.00
61	6	2016	0.00
61	7	2016	0.00
61	8	2016	0.00
61	9	2016	0.00
61	10	2016	0.00
61	11	2016	0.00
61	12	2016	0.00
62	1	2014	0.92
62	2	2014	1.02
62	3	2014	1.04
62	4	2014	1.02
62	5	2014	1.01
62	6	2014	1.04
62	7	2014	1.17
62	8	2014	1.10
62	9	2014	0.98
62	10	2014	1.02
62	11	2014	0.94
62	12	2014	0.67
62	1	2015	0.75
62	2	2015	0.91
62	3	2015	1.10
62	4	2015	1.09
62	5	2015	1.03
62	6	2015	1.02
62	7	2015	1.23
62	8	2015	1.19
62	9	2015	0.99
62	10	2015	0.89
62	11	2015	0.92
62	12	2015	0.83
62	1	2016	0.83
62	2	2016	1.02
62	3	2016	0.97
62	4	2016	1.04
62	5	2016	1.10
62	6	2016	1.09
62	7	2016	1.11
62	8	2016	0.97
62	9	2016	1.04
62	10	2016	1.04
62	11	2016	0.90
62	12	2016	0.83
63	1	2013	0.00
63	2	2013	0.00
63	3	2013	0.00
63	4	2013	0.00
63	5	2013	0.00
63	6	2013	0.00
63	7	2013	0.00
63	8	2013	0.00
63	9	2013	0.00
63	10	2013	0.00
63	11	2013	3.09
63	12	2013	7.16
63	1	2014	0.41
63	2	2014	0.74
63	3	2014	0.96
63	4	2014	0.95
63	5	2014	1.06
63	6	2014	1.16
63	7	2014	1.26
63	8	2014	1.16
63	9	2014	1.17
63	10	2014	1.13
63	11	2014	1.04
63	12	2014	0.81
63	1	2015	0.88
63	2	2015	0.90
63	3	2015	0.99
63	4	2015	1.01
63	5	2015	0.95
63	6	2015	1.08
63	7	2015	1.10
63	8	2015	1.20
63	9	2015	1.08
63	10	2015	1.04
63	11	2015	0.88
63	12	2015	0.78
63	1	2016	6.45
63	2	2016	2.58
63	3	2016	0.00
63	4	2016	0.00
63	5	2016	0.00
63	6	2016	0.00
63	7	2016	0.00
63	8	2016	0.00
63	9	2016	0.00
63	10	2016	0.00
63	11	2016	0.00
63	12	2016	1.89
64	1	2013	0.75
64	2	2013	0.81
64	3	2013	0.96
64	4	2013	1.06
64	5	2013	1.09
64	6	2013	1.17
64	7	2013	1.15
64	8	2013	1.11
64	9	2013	1.14
64	10	2013	1.07
64	11	2013	0.94
64	12	2013	0.82
64	1	2014	0.94
64	2	2014	0.96
64	3	2014	0.99
64	4	2014	0.94
64	5	2014	0.97
64	6	2014	0.95
64	7	2014	1.05
64	8	2014	1.15
64	9	2014	1.18
64	10	2014	1.16
64	11	2014	1.04
64	12	2014	0.84
64	1	2015	1.01
64	2	2015	1.02
64	3	2015	0.97
64	4	2015	0.97
64	5	2015	0.98
64	6	2015	1.02
64	7	2015	1.10
64	8	2015	1.13
64	9	2015	1.01
64	10	2015	1.10
64	11	2015	0.95
64	12	2015	0.87
64	1	2016	1.37
64	2	2016	1.66
64	3	2016	1.65
64	4	2016	1.49
64	5	2016	1.25
64	6	2016	1.59
64	7	2016	0.68
64	8	2016	0.55
64	9	2016	0.55
64	10	2016	0.46
64	11	2016	0.43
64	12	2016	0.45
65	1	2016	0.79
65	2	2016	1.01
65	3	2016	0.98
65	4	2016	1.02
65	5	2016	1.04
65	6	2016	1.08
65	7	2016	1.13
65	8	2016	1.21
65	9	2016	1.03
65	10	2016	0.97
65	11	2016	0.86
65	12	2016	0.70
66	1	2013	0.70
66	2	2013	0.75
66	3	2013	0.95
66	4	2013	1.06
66	5	2013	1.01
66	6	2013	1.32
66	7	2013	1.28
66	8	2013	1.21
66	9	2013	1.09
66	10	2013	0.89
66	11	2013	0.80
66	12	2013	0.65
66	1	2014	1.00
66	2	2014	0.51
66	3	2014	0.86
66	4	2014	1.16
66	5	2014	1.05
66	6	2014	1.24
66	7	2014	1.21
66	8	2014	1.24
66	9	2014	0.90
66	10	2014	1.06
66	11	2014	0.85
66	12	2014	0.75
66	1	2015	0.86
66	2	2015	0.90
66	3	2015	1.03
66	4	2015	1.17
66	5	2015	0.99
66	6	2015	1.13
66	7	2015	1.22
66	8	2015	1.23
66	9	2015	1.02
66	10	2015	0.92
66	11	2015	0.80
66	12	2015	0.62
67	1	2013	0.93
67	2	2013	0.59
67	3	2013	0.61
67	4	2013	0.50
67	5	2013	0.55
67	6	2013	0.50
