analysis_area_id	month	year	monthly_factor
67	7	2013	0.50
67	8	2013	0.54
67	9	2013	0.54
67	10	2013	0.55
67	11	2013	0.50
67	12	2013	0.50
67	1	2014	1.45
67	2	2014	1.90
67	3	2014	1.50
67	4	2014	0.92
67	5	2014	0.47
67	6	2014	0.08
67	7	2014	0.04
67	8	2014	0.29
67	9	2014	0.73
67	10	2014	1.17
67	11	2014	1.04
67	12	2014	2.14
67	1	2015	2.61
67	2	2015	2.06
67	3	2015	1.21
67	4	2015	1.08
67	5	2015	0.85
67	6	2015	0.67
67	7	2015	0.71
67	8	2015	0.58
67	9	2015	0.45
67	10	2015	0.55
67	11	2015	0.67
67	12	2015	0.41
68	1	2014	0.96
68	2	2014	0.89
68	3	2014	0.90
68	4	2014	0.97
68	5	2014	1.08
68	6	2014	1.07
68	7	2014	1.21
68	8	2014	1.10
68	9	2014	1.14
68	10	2014	0.97
68	11	2014	0.92
68	12	2014	0.70
68	1	2015	0.91
68	2	2015	1.04
68	3	2015	1.06
68	4	2015	1.10
68	5	2015	0.97
68	6	2015	1.05
68	7	2015	1.05
68	8	2015	1.14
68	9	2015	1.15
68	10	2015	0.89
68	11	2015	0.86
68	12	2015	0.74
68	1	2016	1.16
68	2	2016	1.57
68	3	2016	1.49
68	4	2016	1.44
68	5	2016	1.46
68	6	2016	1.62
68	7	2016	1.72
68	8	2016	1.48
68	9	2016	0.00
68	10	2016	0.00
68	11	2016	0.00
68	12	2016	0.00
69	1	2013	0.00
69	2	2013	0.00
69	3	2013	0.00
69	4	2013	0.00
69	5	2013	0.00
69	6	2013	0.00
69	7	2013	0.00
69	8	2013	0.00
69	9	2013	0.00
69	10	2013	0.00
69	11	2013	5.54
69	12	2013	4.87
70	1	2013	0.00
70	2	2013	0.00
70	3	2013	0.01
70	4	2013	0.00
70	5	2013	0.00
70	6	2013	0.00
70	7	2013	0.00
70	8	2013	0.00
70	9	2013	0.00
70	10	2013	0.00
70	11	2013	8.16
70	12	2013	4.59
71	1	2015	0.76
71	2	2015	0.87
71	3	2015	1.05
71	4	2015	1.05
71	5	2015	0.82
71	6	2015	1.16
71	7	2015	1.52
71	8	2015	1.33
71	9	2015	1.04
71	10	2015	0.81
71	11	2015	0.68
71	12	2015	0.57
71	1	2016	0.62
71	2	2016	0.97
71	3	2016	1.18
71	4	2016	0.92
71	5	2016	0.86
71	6	2016	1.20
71	7	2016	1.66
71	8	2016	1.37
71	9	2016	1.04
71	10	2016	0.95
71	11	2016	0.82
71	12	2016	0.14
72	1	2013	0.70
72	2	2013	0.98
72	3	2013	0.84
72	4	2013	0.78
72	5	2013	0.81
72	6	2013	0.92
72	7	2013	1.21
72	8	2013	1.07
72	9	2013	0.90
72	10	2013	1.14
72	11	2013	1.13
72	12	2013	0.89
72	1	2015	1.06
72	2	2015	1.55
72	3	2015	0.95
72	4	2015	1.14
72	5	2015	0.94
72	6	2015	1.11
72	7	2015	1.43
72	8	2015	1.01
72	9	2015	0.74
72	10	2015	0.79
72	11	2015	0.60
72	12	2015	0.53
72	1	2016	0.63
72	2	2016	0.96
72	3	2016	0.87
72	4	2016	0.87
72	5	2016	0.83
72	6	2016	0.95
72	7	2016	1.23
72	8	2016	1.06
72	9	2016	0.83
72	10	2016	0.85
72	11	2016	0.80
72	12	2016	1.51
73	1	2013	1.34
73	2	2013	1.36
73	3	2013	1.37
73	4	2013	1.28
73	5	2013	1.03
73	6	2013	0.86
73	7	2013	1.01
73	8	2013	0.74
73	9	2013	0.61
73	10	2013	0.71
73	11	2013	0.75
73	12	2013	0.77
73	1	2014	0.92
73	2	2014	0.81
73	3	2014	1.20
73	4	2014	1.12
73	5	2014	1.07
73	6	2014	0.99
73	7	2014	1.05
73	8	2014	0.95
73	9	2014	0.88
73	10	2014	0.95
73	11	2014	1.07
73	12	2014	0.97
73	1	2015	0.20
73	2	2015	0.23
73	3	2015	0.14
73	4	2015	0.07
73	5	2015	0.77
73	6	2015	1.13
73	7	2015	1.51
73	8	2015	1.82
73	9	2015	1.47
73	10	2015	1.38
73	11	2015	1.97
73	12	2015	1.28
73	1	2016	1.42
73	2	2016	1.49
73	3	2016	1.32
73	4	2016	1.12
73	5	2016	1.07
73	6	2016	0.90
73	7	2016	0.90
73	8	2016	0.64
73	9	2016	0.67
73	10	2016	0.62
73	11	2016	0.78
73	12	2016	0.78
74	1	2013	0.81
74	2	2013	0.87
74	3	2013	0.97
74	4	2013	1.06
74	5	2013	1.09
74	6	2013	1.16
74	7	2013	1.18
74	8	2013	1.15
74	9	2013	1.06
74	10	2013	1.01
74	11	2013	0.90
74	12	2013	0.75
74	1	2014	1.04
74	2	2014	1.01
74	3	2014	1.06
74	4	2014	1.15
74	5	2014	1.22
74	6	2014	1.28
74	7	2014	1.26
74	8	2014	0.09
74	9	2014	0.85
74	10	2014	1.15
74	11	2014	1.21
74	12	2014	0.82
74	1	2015	0.91
74	2	2015	0.96
74	3	2015	1.06
74	4	2015	1.12
74	5	2015	1.00
74	6	2015	1.09
74	7	2015	1.12
74	8	2015	1.15
74	9	2015	1.03
74	10	2015	0.99
74	11	2015	0.91
74	12	2015	0.78
74	1	2016	0.87
74	2	2016	1.10
74	3	2016	1.03
74	4	2016	1.05
74	5	2016	1.09
74	6	2016	1.12
74	7	2016	1.17
74	8	2016	1.10
74	9	2016	0.98
74	10	2016	0.94
74	11	2016	0.87
74	12	2016	0.72
75	1	2013	0.74
75	2	2013	0.83
75	3	2013	0.92
75	4	2013	0.94
75	5	2013	0.96
75	6	2013	1.09
75	7	2013	1.29
75	8	2013	1.30
75	9	2013	1.09
75	10	2013	0.93
75	11	2013	0.92
75	12	2013	0.70
75	1	2014	0.96
75	2	2014	0.88
75	3	2014	0.97
75	4	2014	0.95
75	5	2014	1.07
75	6	2014	1.07
75	7	2014	1.18
75	8	2014	1.17
75	9	2014	1.00
75	10	2014	0.97
75	11	2014	0.89
75	12	2014	0.66
75	1	2015	0.92
75	2	2015	0.74
75	3	2015	1.10
75	4	2015	1.07
75	5	2015	0.95
75	6	2015	1.17
75	7	2015	1.35
75	8	2015	1.28
75	9	2015	1.12
75	10	2015	1.03
75	11	2015	0.92
75	12	2015	0.35
76	1	2013	11.92
76	2	2013	0.02
76	3	2013	0.02
76	4	2013	0.02
76	5	2013	0.04
76	6	2013	0.03
76	7	2013	0.03
76	8	2013	0.02
76	9	2013	0.02
76	10	2013	0.02
76	11	2013	0.02
76	12	2013	0.01
76	1	2014	0.99
76	2	2014	1.10
76	3	2014	1.07
76	4	2014	1.11
76	5	2014	1.11
76	6	2014	1.15
76	7	2014	0.99
76	8	2014	0.99
76	9	2014	0.80
76	10	2014	0.93
76	11	2014	0.97
76	12	2014	0.78
76	1	2015	1.85
76	2	2015	1.81
76	3	2015	1.03
76	4	2015	0.94
76	5	2015	1.21
76	6	2015	0.96
76	7	2015	0.85
76	8	2015	0.76
76	9	2015	0.51
76	10	2015	0.57
76	11	2015	0.94
76	12	2015	0.57
77	1	2012	0.49
77	2	2012	0.52
77	3	2012	0.88
77	4	2012	1.19
77	5	2012	1.03
77	6	2012	1.05
77	7	2012	1.04
77	8	2012	1.27
77	9	2012	1.74
77	10	2012	1.29
77	11	2012	1.17
77	12	2012	0.76
77	1	2014	0.56
77	2	2014	0.64
77	3	2014	0.97
77	4	2014	1.34
77	5	2014	1.23
77	6	2014	1.51
77	7	2014	1.26
77	8	2014	0.85
77	9	2014	1.00
77	10	2014	1.54
77	11	2014	0.94
77	12	2014	0.58
77	1	2015	0.25
77	2	2015	0.56
77	3	2015	0.80
77	4	2015	1.03
77	5	2015	0.78
77	6	2015	1.13
77	7	2015	1.09
77	8	2015	1.47
77	9	2015	2.05
77	10	2015	1.58
77	11	2015	1.06
77	12	2015	0.60
77	1	2016	0.66
77	2	2016	0.75
77	3	2016	0.74
77	4	2016	0.98
77	5	2016	0.88
77	6	2016	1.10
77	7	2016	1.10
77	8	2016	1.30
77	9	2016	1.71
77	10	2016	1.45
77	11	2016	1.18
77	12	2016	0.44
78	1	2016	0.71
78	2	2016	0.80
78	3	2016	0.80
78	4	2016	1.14
78	5	2016	1.27
78	6	2016	1.55
78	7	2016	1.19
78	8	2016	1.26
78	9	2016	1.23
78	10	2016	1.07
78	11	2016	0.78
78	12	2016	0.27
79	1	2016	0.64
79	2	2016	0.73
79	3	2016	0.72
79	4	2016	1.00
79	5	2016	0.91
79	6	2016	0.88
79	7	2016	1.23
79	8	2016	1.41
79	9	2016	1.67
79	10	2016	1.40
79	11	2016	1.16
79	12	2016	0.53
81	1	2011	0.35
81	2	2011	0.41
81	3	2011	0.72
81	4	2011	1.00
81	5	2011	1.17
81	6	2011	1.56
81	7	2011	0.81
81	8	2011	1.67
81	9	2011	1.78
81	10	2011	1.36
81	11	2011	0.88
81	12	2011	0.38
81	1	2012	0.48
81	2	2012	0.40
81	3	2012	0.88
81	4	2012	1.17
81	5	2012	1.21
81	6	2012	1.41
81	7	2012	1.38
81	8	2012	1.59
81	9	2012	1.40
81	10	2012	0.90
81	11	2012	0.82
81	12	2012	0.56
81	1	2013	0.57
81	2	2013	0.54
81	3	2013	0.68
81	4	2013	0.85
81	5	2013	1.30
81	6	2013	1.66
81	7	2013	1.61
81	8	2013	1.63
81	9	2013	1.09
81	10	2013	0.99
81	11	2013	0.82
81	12	2013	0.36
81	1	2014	0.49
81	2	2014	0.47
81	3	2014	0.80
81	4	2014	1.17
81	5	2014	0.70
81	6	2014	0.90
81	7	2014	0.82
81	8	2014	1.68
81	9	2014	2.00
81	10	2014	1.67
81	11	2014	0.79
81	12	2014	0.76
81	1	2015	0.45
81	2	2015	0.50
81	3	2015	0.80
81	4	2015	0.99
81	5	2015	0.86
81	6	2015	1.52
81	7	2015	1.42
81	8	2015	1.54
81	9	2015	1.63
81	10	2015	1.23
81	11	2015	0.82
81	12	2015	0.45
81	1	2016	0.50
81	2	2016	0.58
81	3	2016	0.64
81	4	2016	0.91
81	5	2016	1.09
81	6	2016	1.46
81	7	2016	1.42
81	8	2016	1.42
81	9	2016	1.55
81	10	2016	1.23
81	11	2016	0.99
81	12	2016	0.35
82	1	2004	0.49
82	2	2004	0.47
82	3	2004	0.81
82	4	2004	0.87
82	5	2004	1.30
82	6	2004	1.43
82	7	2004	1.65
82	8	2004	1.56
82	9	2004	1.34
82	10	2004	1.05
82	11	2004	0.68
82	12	2004	0.43
82	1	2007	0.19
82	2	2007	0.37
82	3	2007	0.90
82	4	2007	0.95
82	5	2007	1.38
82	6	2007	1.70
82	7	2007	1.70
82	8	2007	1.61
82	9	2007	1.26
82	10	2007	1.00
82	11	2007	0.78
82	12	2007	0.27
82	1	2008	0.34
82	2	2008	0.45
82	3	2008	0.64
82	4	2008	0.96
82	5	2008	1.13
82	6	2008	1.80
82	7	2008	1.83
82	8	2008	1.59
82	9	2008	1.21
82	10	2008	1.04
82	11	2008	0.82
82	12	2008	0.30
83	1	2004	0.51
83	2	2004	0.48
83	3	2004	0.81
83	4	2004	0.92
83	5	2004	1.34
83	6	2004	1.43
83	7	2004	1.60
83	8	2004	1.53
83	9	2004	1.33
83	10	2004	1.02
83	11	2004	0.67
83	12	2004	0.44
83	1	2007	0.18
83	2	2007	0.40
83	3	2007	0.96
83	4	2007	0.98
83	5	2007	1.41
83	6	2007	1.72
83	7	2007	1.65
83	8	2007	1.53
83	9	2007	1.24
83	10	2007	0.97
83	11	2007	0.75
83	12	2007	0.26
83	1	2008	0.34
83	2	2008	0.48
83	3	2008	0.65
83	4	2008	1.01
83	5	2008	1.16
83	6	2008	1.83
83	7	2008	1.75
83	8	2008	1.58
83	9	2008	1.14
83	10	2008	1.03
83	11	2008	0.81
83	12	2008	0.33
84	1	2004	0.45
84	2	2004	0.45
84	3	2004	0.77
84	4	2004	0.87
84	5	2004	1.34
84	6	2004	1.46
84	7	2004	1.70
84	8	2004	1.59
84	9	2004	1.36
84	10	2004	1.03
84	11	2004	0.66
84	12	2004	0.39
84	1	2007	0.18
84	2	2007	0.38
84	3	2007	0.88
84	4	2007	0.93
84	5	2007	1.37
84	6	2007	1.73
84	7	2007	1.67
84	8	2007	1.58
84	9	2007	1.29
84	10	2007	1.02
84	11	2007	0.78
84	12	2007	0.25
84	1	2008	0.30
84	2	2008	0.43
84	3	2008	0.60
84	4	2008	0.94
84	5	2008	1.13
84	6	2008	1.87
84	7	2008	1.88
84	8	2008	1.62
84	9	2008	1.21
84	10	2008	1.03
84	11	2008	0.80
84	12	2008	0.28
85	1	2004	0.46
85	2	2004	0.53
85	3	2004	0.71
85	4	2004	0.93
85	5	2004	1.30
85	6	2004	1.48
85	7	2004	1.57
85	8	2004	1.54
85	9	2004	1.39
85	10	2004	1.11
85	11	2004	0.77
85	12	2004	0.42
85	1	2007	0.32
85	2	2007	0.77
85	3	2007	1.00
85	4	2007	0.69
85	5	2007	1.02
85	6	2007	1.36
85	7	2007	1.31
85	8	2007	1.31
85	9	2007	1.57
85	10	2007	1.38
85	11	2007	1.04
85	12	2007	0.45
85	1	2008	0.34
85	2	2008	0.47
85	3	2008	0.60
85	4	2008	0.90
85	5	2008	1.04
85	6	2008	1.79
85	7	2008	1.69
85	8	2008	1.54
85	9	2008	1.30
85	10	2008	1.20
85	11	2008	0.99
85	12	2008	0.44
86	1	2003	0.77
86	2	2003	0.57
86	3	2003	0.62
86	4	2003	0.97
86	5	2003	1.28
86	6	2003	2.03
86	7	2003	1.29
86	8	2003	1.29
86	9	2003	1.22
86	10	2003	1.00
86	11	2003	0.65
86	12	2003	0.49
86	1	2004	0.60
86	2	2004	0.60
86	3	2004	0.65
86	4	2004	0.84
86	5	2004	1.19
86	6	2004	1.37
86	7	2004	1.43
86	8	2004	1.42
86	9	2004	1.34
86	10	2004	1.25
86	11	2004	0.87
86	12	2004	0.62
86	1	2007	0.22
86	2	2007	0.36
86	3	2007	0.69
86	4	2007	0.85
86	5	2007	1.07
86	6	2007	1.35
86	7	2007	1.84
86	8	2007	1.67
86	9	2007	1.38
86	10	2007	1.09
86	11	2007	1.14
86	12	2007	0.52
86	1	2010	0.56
86	2	2010	0.48
86	3	2010	0.72
86	4	2010	0.85
86	5	2010	1.04
86	6	2010	1.52
86	7	2010	1.44
86	8	2010	1.51
86	9	2010	1.38
86	10	2010	1.15
86	11	2010	0.88
86	12	2010	0.64
90	1	2010	0.73
90	2	2010	0.45
90	3	2010	0.74
90	4	2010	0.88
90	5	2010	0.90
90	6	2010	1.58
90	7	2010	1.52
90	8	2010	1.58
90	9	2010	1.24
90	10	2010	1.09
90	11	2010	0.91
91	1	2010	0.61
91	2	2010	0.40
91	3	2010	0.73
91	4	2010	0.87
91	5	2010	0.93
91	6	2010	1.68
91	7	2010	1.60
91	8	2010	1.57
91	9	2010	1.36
91	10	2010	1.06
91	11	2010	0.88
92	1	2011	0.42
92	2	2011	0.47
92	3	2011	0.75
92	4	2011	1.01
92	5	2011	1.14
92	6	2011	1.71
92	7	2011	1.53
92	8	2011	1.71
92	10	2011	0.80
92	11	2011	0.81
92	12	2011	0.31
92	1	2012	0.48
92	2	2012	0.37
92	3	2012	0.90
92	4	2012	1.16
92	5	2012	1.23
92	6	2012	1.35
92	7	2012	1.29
92	8	2012	1.57
92	9	2012	1.40
92	10	2012	0.98
92	11	2012	0.85
92	12	2012	0.62
93	1	2008	0.24
93	2	2008	3.24
93	3	2008	0.42
93	4	2008	0.70
93	5	2008	0.82
93	6	2008	1.32
93	7	2008	1.16
93	8	2008	1.20
93	9	2008	1.12
93	10	2008	0.89
93	11	2008	0.75
96	1	2008	0.10
96	2	2008	5.40
96	3	2008	0.36
96	4	2008	0.63
96	5	2008	0.68
96	6	2008	0.88
96	7	2008	0.79
96	8	2008	0.88
96	9	2008	0.83
96	10	2008	0.73
96	11	2008	0.63
98	1	2007	0.61
98	2	2007	0.35
98	3	2007	0.21
98	4	2007	0.42
98	5	2007	0.80
98	6	2007	0.94
98	7	2007	1.42
98	8	2007	1.59
98	9	2007	1.52
98	10	2007	1.47
98	11	2007	1.54
98	12	2007	1.20
98	1	2008	0.67
98	2	2008	0.21
98	3	2008	0.49
98	4	2008	0.55
98	5	2008	0.54
98	6	2008	0.91
98	7	2008	1.25
98	8	2008	1.63
98	9	2008	1.63
98	10	2008	1.52
98	11	2008	1.49
98	12	2008	1.12
99	1	2007	0.64
99	2	2007	0.36
99	3	2007	0.19
99	4	2007	0.44
99	5	2007	0.86
99	6	2007	0.98
99	7	2007	1.34
99	8	2007	1.63
99	9	2007	1.55
99	10	2007	1.46
99	11	2007	1.47
99	12	2007	1.14
99	1	2008	0.68
99	2	2008	0.19
99	3	2008	0.20
99	4	2008	0.47
99	5	2008	0.59
99	6	2008	0.98
99	7	2008	1.29
99	8	2008	1.66
99	9	2008	1.66
99	10	2008	1.57
99	11	2008	1.55
99	12	2008	1.14
100	1	2007	0.18
100	2	2007	0.37
100	3	2007	0.83
100	4	2007	0.90
100	5	2007	1.34
100	6	2007	1.71
100	7	2007	1.68
100	8	2007	1.63
100	9	2007	1.35
100	10	2007	1.05
100	11	2007	0.78
100	12	2007	0.26
100	1	2008	0.29
100	2	2008	0.43
100	3	2008	0.60
100	4	2008	0.94
100	5	2008	1.14
100	6	2008	1.82
100	7	2008	1.86
100	8	2008	1.65
100	9	2008	1.23
100	10	2008	1.05
100	11	2008	0.82
100	12	2008	0.28
101	1	2002	0.54
101	2	2002	0.63
101	3	2002	0.71
101	4	2002	1.40
101	5	2002	1.38
101	6	2002	1.66
101	7	2002	1.56
101	8	2002	1.29
101	9	2002	1.12
101	10	2002	0.79
101	11	2002	0.53
101	12	2002	0.47
101	1	2012	0.54
101	2	2012	0.37
101	3	2012	1.01
101	4	2012	1.21
101	5	2012	1.27
101	6	2012	1.55
101	7	2012	1.49
101	8	2012	1.48
101	9	2012	1.18
101	10	2012	0.85
101	11	2012	0.69
101	12	2012	0.43
102	1	2002	0.54
102	2	2002	0.62
102	3	2002	0.72
102	4	2002	1.39
102	5	2002	1.34
102	6	2002	1.67
102	7	2002	1.49
102	8	2002	1.32
102	9	2002	1.18
102	10	2002	0.77
102	11	2002	0.56
102	12	2002	0.50
102	1	2012	0.52
102	2	2012	0.38
102	3	2012	0.99
102	4	2012	1.23
102	5	2012	1.27
102	6	2012	1.55
102	7	2012	1.54
102	8	2012	1.48
102	9	2012	1.23
102	10	2012	0.82
102	11	2012	0.69
102	12	2012	0.42
103	1	2013	0.55
103	2	2013	0.52
103	3	2013	0.60
103	4	2013	1.11
103	5	2013	1.34
103	6	2013	1.28
103	7	2013	1.31
103	8	2013	1.43
103	9	2013	1.49
103	10	2013	1.11
103	11	2013	0.92
103	12	2013	0.55
103	1	2014	0.36
103	2	2014	0.43
103	3	2014	0.50
103	4	2014	1.12
103	5	2014	1.41
103	6	2014	1.53
103	7	2014	1.47
103	8	2014	1.50
103	9	2014	1.41
103	10	2014	1.09
103	11	2014	0.74
103	12	2014	0.51
103	1	2015	0.34
103	2	2015	0.34
103	3	2015	0.55
103	4	2015	1.05
103	5	2015	1.47
103	6	2015	1.35
103	7	2015	1.36
103	8	2015	1.51
103	9	2015	1.38
103	10	2015	1.13
103	11	2015	0.92
103	12	2015	0.75
103	1	2016	0.44
103	2	2016	0.55
103	3	2016	0.95
103	4	2016	1.00
103	5	2016	1.06
103	6	2016	1.54
103	7	2016	1.32
103	8	2016	1.32
103	9	2016	1.31
103	10	2016	1.19
103	11	2016	0.98
103	12	2016	0.58
104	1	2013	0.83
104	2	2013	0.81
104	3	2013	0.92
104	4	2013	1.01
104	5	2013	1.04
104	6	2013	1.17
104	7	2013	1.21
104	8	2013	1.10
104	9	2013	1.08
104	10	2013	1.05
104	11	2013	0.98
104	12	2013	0.86
104	1	2014	1.86
104	2	2014	1.25
104	3	2014	0.84
104	4	2014	0.94
104	5	2014	0.84
104	6	2014	0.72
104	7	2014	0.71
104	8	2014	0.69
104	9	2014	0.71
104	10	2014	0.68
104	11	2014	0.60
104	12	2014	2.46
104	1	2015	0.93
104	2	2015	0.87
104	3	2015	1.02
104	4	2015	1.04
104	5	2015	1.07
104	6	2015	1.15
104	7	2015	1.20
104	8	2015	1.16
104	9	2015	1.02
104	10	2015	1.01
104	11	2015	0.88
104	12	2015	0.81
104	1	2016	1.39
104	2	2016	0.93
104	3	2016	0.95
104	4	2016	0.98
104	5	2016	1.10
104	6	2016	1.90
104	7	2016	1.49
104	8	2016	1.08
104	9	2016	0.93
104	10	2016	1.00
104	11	2016	0.08
104	12	2016	0.16
105	1	2014	0.83
105	2	2014	0.64
105	3	2014	0.84
105	4	2014	1.04
105	5	2014	1.17
105	6	2014	1.21
105	7	2014	1.27
105	8	2014	1.29
105	9	2014	1.30
105	10	2014	1.10
105	11	2014	0.83
105	12	2014	0.73
112	1	2014	0.66
112	2	2014	0.51
112	3	2014	0.67
112	4	2014	0.16
112	5	2014	1.50
112	6	2014	1.70
112	7	2014	0.11
112	8	2014	1.95
112	9	2014	2.02
112	10	2014	1.36
112	11	2014	0.76
112	12	2014	0.63
113	1	2011	0.97
113	2	2011	1.04
113	3	2011	0.73
113	4	2011	0.88
113	5	2011	1.13
113	6	2011	1.06
113	7	2011	1.28
113	8	2011	1.67
113	9	2011	1.23
113	10	2011	0.87
113	11	2011	0.61
113	12	2011	0.58
113	1	2012	0.68
113	2	2012	0.86
113	3	2012	0.89
113	4	2012	0.51
113	5	2012	0.94
113	6	2012	1.28
113	7	2012	1.65
113	8	2012	1.54
113	9	2012	1.45
113	10	2012	0.78
113	11	2012	0.74
113	12	2012	0.73
113	1	2015	0.82
113	2	2015	0.92
113	3	2015	1.20
113	4	2015	1.22
113	5	2015	1.30
113	6	2015	1.33
113	7	2015	1.27
113	8	2015	1.20
113	9	2015	1.07
113	10	2015	0.76
113	11	2015	0.56
113	12	2015	0.28
114	1	2015	0.78
114	2	2015	0.92
114	3	2015	1.26
114	4	2015	1.19
114	5	2015	1.17
114	6	2015	1.06
114	7	2015	1.15
114	8	2015	1.09
114	9	2015	0.96
114	10	2015	0.92
114	11	2015	0.62
118	1	2012	0.76
118	2	2012	0.87
118	3	2012	0.81
118	4	2012	1.13
118	5	2012	1.21
118	6	2012	1.30
118	7	2012	1.36
118	8	2012	1.19
118	9	2012	1.18
118	10	2012	0.80
118	11	2012	0.65
118	12	2012	0.60
121	1	2015	0.68
121	2	2015	0.71
121	3	2015	0.91
121	4	2015	1.02
121	5	2015	1.27
121	6	2015	1.37
121	7	2015	1.39
121	8	2015	1.37
121	9	2015	1.25
121	10	2015	0.97
121	11	2015	0.69
121	12	2015	0.40
123	1	2013	0.55
123	2	2013	0.70
123	3	2013	0.93
123	4	2013	1.01
123	5	2013	1.26
123	6	2013	1.31
123	7	2013	1.10
123	8	2013	1.06
123	9	2013	0.94
123	10	2013	1.59
123	11	2013	0.88
123	12	2013	0.58
124	1	2013	0.88
124	2	2013	0.89
124	3	2013	1.11
124	4	2013	1.25
124	5	2013	0.92
124	6	2013	1.12
124	7	2013	1.08
124	8	2013	1.09
124	9	2013	0.92
124	10	2013	1.07
124	11	2013	0.95
124	12	2013	0.67
126	1	2009	0.64
126	2	2009	0.74
126	3	2009	0.62
126	4	2009	1.20
126	5	2009	2.77
126	6	2009	1.01
126	7	2009	0.94
126	8	2009	1.02
126	9	2009	1.07
126	10	2009	0.50
126	11	2009	0.34
126	12	2009	0.42
126	1	2010	0.62
126	2	2010	0.94
126	3	2010	1.18
126	4	2010	1.30
126	5	2010	1.16
126	6	2010	1.22
126	7	2010	1.47
126	8	2010	1.12
126	9	2010	0.94
126	10	2010	0.90
126	11	2010	0.54
126	12	2010	0.40
126	1	2011	0.59
126	2	2011	0.65
126	3	2011	0.64
126	4	2011	1.24
126	5	2011	1.30
126	6	2011	1.78
126	7	2011	1.38
126	8	2011	1.25
126	9	2011	0.88
126	10	2011	0.84
126	11	2011	0.64
126	12	2011	0.60
126	1	2012	0.48
126	2	2012	0.75
126	3	2012	0.76
126	4	2012	1.14
126	5	2012	1.27
126	6	2012	1.50
126	7	2012	1.82
126	8	2012	1.09
126	9	2012	1.09
126	10	2012	0.75
126	11	2012	0.74
126	12	2012	0.37
126	1	2013	0.50
126	2	2013	0.73
126	3	2013	1.06
126	4	2013	1.18
126	5	2013	1.46
126	6	2013	1.50
126	7	2013	1.19
126	8	2013	1.16
126	9	2013	0.84
126	10	2013	0.76
126	11	2013	0.73
126	12	2013	0.38
126	1	2014	0.88
126	2	2014	0.56
126	3	2014	0.91
126	4	2014	1.28
126	5	2014	1.38
126	6	2014	1.53
126	7	2014	1.36
126	8	2014	1.08
126	9	2014	1.02
126	10	2014	0.79
126	11	2014	0.54
126	12	2014	0.34
126	1	2015	1.31
126	2	2015	1.78
126	3	2015	2.37
126	4	2015	1.66
126	5	2015	1.23
126	6	2015	1.04
126	7	2015	0.65
126	8	2015	0.51
126	9	2015	0.68
126	10	2015	0.40
126	11	2015	0.00
126	12	2015	0.00
132	1	2013	0.65
132	2	2013	0.82
132	3	2013	0.88
132	4	2013	1.05
132	5	2013	1.09
132	6	2013	1.25
132	7	2013	1.29
132	8	2013	1.32
132	9	2013	1.20
132	10	2013	1.10
132	11	2013	0.87
132	12	2013	0.63
132	1	2015	0.84
132	2	2015	0.92
132	3	2015	1.00
132	4	2015	1.11
132	5	2015	1.16
132	6	2015	1.33
132	7	2015	1.15
132	8	2015	1.20
132	9	2015	1.21
132	10	2015	1.02
132	11	2015	0.72
132	12	2015	0.50
133	1	2013	0.67
133	2	2013	0.84
133	3	2013	0.89
133	4	2013	1.05
133	5	2013	1.07
133	6	2013	1.21
133	7	2013	1.26
133	8	2013	1.31
133	9	2013	1.21
133	10	2013	1.08
133	11	2013	0.85
133	12	2013	0.72
133	1	2015	2.45
133	2	2015	2.21
133	3	2015	0.64
133	4	2015	0.75
133	5	2015	0.82
133	6	2015	0.93
133	7	2015	0.87
133	8	2015	0.90
133	9	2015	0.85
133	10	2015	0.78
133	11	2015	0.62
133	12	2015	0.40
135	1	2013	3.34
135	2	2013	3.81
135	3	2013	2.26
135	4	2013	2.65
135	5	2013	0.00
135	6	2013	0.00
135	7	2013	0.00
135	8	2013	0.00
135	9	2013	0.00
135	10	2013	0.00
135	11	2013	0.01
135	12	2013	0.00
135	1	2015	0.91
135	2	2015	0.88
135	3	2015	0.97
135	4	2015	0.96
135	5	2015	1.06
135	6	2015	1.20
135	7	2015	1.24
135	8	2015	1.17
135	9	2015	1.08
135	10	2015	1.04
135	11	2015	0.93
135	12	2015	0.74
144	1	2013	0.62
144	2	2013	0.81
144	3	2013	0.86
144	4	2013	1.04
144	5	2013	1.14
144	6	2013	1.27
144	7	2013	1.36
144	8	2013	1.33
144	9	2013	1.16
144	10	2013	1.11
144	11	2013	0.85
144	12	2013	0.57
144	1	2015	0.86
144	2	2015	0.94
144	3	2015	1.03
144	4	2015	1.07
144	5	2015	1.13
144	6	2015	1.33
144	7	2015	1.27
144	8	2015	1.10
144	9	2015	1.13
144	10	2015	0.94
144	11	2015	0.74
144	12	2015	0.62
153	1	2015	0.61
153	2	2015	0.72
153	3	2015	1.17
153	4	2015	1.05
153	5	2015	1.47
153	6	2015	1.46
153	7	2015	1.22
153	8	2015	1.12
153	9	2015	0.98
153	10	2015	0.99
153	11	2015	0.65
153	12	2015	0.19
155	1	2015	1.00
155	2	2015	1.10
155	3	2015	1.06
155	4	2015	1.15
155	5	2015	1.18
155	6	2015	1.09
155	7	2015	1.01
155	8	2015	1.02
155	9	2015	1.20
155	10	2015	1.20
155	11	2015	1.16
155	12	2015	0.01
158	1	2009	0.70
158	2	2009	0.65
158	3	2009	0.88
158	4	2009	1.48
158	5	2009	1.93
158	6	2009	1.31
158	7	2009	1.02
158	8	2009	0.90
158	9	2009	1.02
158	10	2009	0.75
158	11	2009	0.57
