analysis_area_id	date	volume
233	2016-12-28 00:00:00+00:00	98
233	2016-12-29 00:00:00+00:00	79
233	2016-12-30 00:00:00+00:00	93
233	2016-12-31 00:00:00+00:00	45
233	2017-01-01 00:00:00+00:00	53
233	2017-01-02 00:00:00+00:00	62
233	2017-01-03 00:00:00+00:00	89
233	2017-01-04 00:00:00+00:00	78
233	2017-01-05 00:00:00+00:00	81
233	2017-01-06 00:00:00+00:00	74
233	2017-01-07 00:00:00+00:00	71
233	2017-01-08 00:00:00+00:00	37
233	2017-01-09 00:00:00+00:00	77
233	2017-01-10 00:00:00+00:00	65
233	2017-01-11 00:00:00+00:00	59
233	2017-01-12 00:00:00+00:00	92
233	2017-01-13 00:00:00+00:00	78
233	2017-01-14 00:00:00+00:00	50
233	2017-01-15 00:00:00+00:00	88
233	2017-01-16 00:00:00+00:00	95
233	2017-01-17 00:00:00+00:00	92
233	2017-01-18 00:00:00+00:00	73
233	2017-01-19 00:00:00+00:00	93
233	2017-01-20 00:00:00+00:00	106
233	2017-01-21 00:00:00+00:00	83
233	2017-01-22 00:00:00+00:00	79
233	2017-01-23 00:00:00+00:00	150
233	2017-01-24 00:00:00+00:00	118
233	2017-01-25 00:00:00+00:00	122
233	2017-01-26 00:00:00+00:00	159
233	2017-01-27 00:00:00+00:00	144
233	2017-01-28 00:00:00+00:00	162
233	2017-01-29 00:00:00+00:00	104
233	2017-01-30 00:00:00+00:00	120
233	2017-01-31 00:00:00+00:00	179
233	2017-02-01 00:00:00+00:00	126
233	2017-02-02 00:00:00+00:00	138
233	2017-02-03 00:00:00+00:00	59
233	2017-02-04 00:00:00+00:00	34
233	2017-02-05 00:00:00+00:00	37
233	2017-02-06 00:00:00+00:00	11
233	2017-02-07 00:00:00+00:00	19
233	2017-02-08 00:00:00+00:00	43
233	2017-02-09 00:00:00+00:00	84
233	2017-02-10 00:00:00+00:00	89
233	2017-02-11 00:00:00+00:00	146
233	2017-02-12 00:00:00+00:00	128
233	2017-02-13 00:00:00+00:00	164
233	2017-02-14 00:00:00+00:00	161
233	2017-02-15 00:00:00+00:00	61
233	2017-02-16 00:00:00+00:00	125
233	2017-02-17 00:00:00+00:00	169
233	2017-02-18 00:00:00+00:00	38
233	2017-02-19 00:00:00+00:00	69
233	2017-02-20 00:00:00+00:00	52
233	2017-02-21 00:00:00+00:00	100
233	2017-02-22 00:00:00+00:00	130
233	2017-02-23 00:00:00+00:00	127
233	2017-02-24 00:00:00+00:00	88
233	2017-02-25 00:00:00+00:00	119
233	2017-02-26 00:00:00+00:00	46
233	2017-02-27 00:00:00+00:00	92
233	2017-02-28 00:00:00+00:00	156
233	2017-03-01 00:00:00+00:00	113
233	2017-03-02 00:00:00+00:00	95
233	2017-03-03 00:00:00+00:00	54
233	2017-03-04 00:00:00+00:00	87
233	2017-03-05 00:00:00+00:00	42
233	2017-03-06 00:00:00+00:00	94
233	2017-03-07 00:00:00+00:00	81
233	2017-03-08 00:00:00+00:00	83
233	2017-03-09 00:00:00+00:00	91
233	2017-03-10 00:00:00+00:00	153
233	2017-03-11 00:00:00+00:00	49
233	2017-03-12 00:00:00+00:00	142
233	2017-03-13 00:00:00+00:00	69
233	2017-03-14 00:00:00+00:00	80
233	2017-03-15 00:00:00+00:00	77
233	2017-03-16 00:00:00+00:00	164
233	2017-03-17 00:00:00+00:00	74
233	2017-03-18 00:00:00+00:00	144
233	2017-03-19 00:00:00+00:00	246
233	2017-03-20 00:00:00+00:00	163
233	2017-03-21 00:00:00+00:00	126
233	2017-03-22 00:00:00+00:00	119
233	2017-03-23 00:00:00+00:00	168
233	2017-03-24 00:00:00+00:00	70
233	2017-03-25 00:00:00+00:00	197
233	2017-03-26 00:00:00+00:00	59
233	2017-03-27 00:00:00+00:00	113
233	2017-03-28 00:00:00+00:00	81
233	2017-03-29 00:00:00+00:00	106
233	2017-03-30 00:00:00+00:00	191
233	2017-03-31 00:00:00+00:00	177
233	2017-04-01 00:00:00+00:00	125
233	2017-04-02 00:00:00+00:00	293
233	2017-04-03 00:00:00+00:00	287
233	2017-04-04 00:00:00+00:00	149
233	2017-04-05 00:00:00+00:00	90
233	2017-04-06 00:00:00+00:00	138
233	2017-04-07 00:00:00+00:00	72
233	2017-04-08 00:00:00+00:00	115
233	2017-04-09 00:00:00+00:00	219
233	2017-04-10 00:00:00+00:00	116
233	2017-04-11 00:00:00+00:00	228
233	2017-04-12 00:00:00+00:00	92
233	2017-04-13 00:00:00+00:00	119
